Timestamp,Voltage(V),Current(A),Power(W),Temp(C),SoC(%),Unbalanced,Vann,Overtemp
0,49.64,3.0,148,24,86,0,0,0
1,49.64,3.0,149,24,86,0,0,0
2,49.64,3.0,148,24,86,0,0,0
3,49.64,3.0,149,24,86,0,0,0
